procedureID,State,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NM,308,18702.12,6134.79,4873.57
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NV,404,34378.21,6114.90,4524.44
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NY,3241,23880.84,7186.37,5833.22
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OH,2414,20306.06,5265.35,4119.80
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OK,885,18101.02,5094.60,3926.16
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OR,489,15254.86,6043.31,4590.40
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,PA,2953,27106.23,5574.40,4373.30
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,RI,176,20020.51,6451.36,5208.48
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,SC,1144,21502.78,5375.32,4109.56
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,SD,195,15580.37,5559.64,4357.48
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,TN,1683,18936.20,4986.52,3774.86
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,TX,4395,27542.41,5445.75,4165.27
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,UT,263,15046.75,5332.06,4069.32
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VA,1963,18852.46,5367.45,3980.28
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VT,122,15233.75,7271.11,6193.12
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WA,1227,22315.39,5839.73,4535.77
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WI,929,17274.84,5499.84,4314.54
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WV,565,13585.22,5106.06,4066.25
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WY,70,16220.14,6823.17,5826.49
069 - TRANSIENT ISCHEMIA,AK,51,19751.04,7491.41,6493.73
069 - TRANSIENT ISCHEMIA,AL,1582,19188.19,4286.19,3179.60
069 - TRANSIENT ISCHEMIA,AR,846,13329.68,4355.29,3233.64
069 - TRANSIENT ISCHEMIA,AZ,1455,24265.44,4955.84,3722.36
069 - TRANSIENT ISCHEMIA,CA,5011,37106.67,6182.41,5104.73
069 - TRANSIENT ISCHEMIA,CO,758,21762.19,4743.17,3625.88
069 - TRANSIENT ISCHEMIA,CT,1249,18269.12,5840.46,4786.08
069 - TRANSIENT ISCHEMIA,DC,170,20523.59,6329.38,5098.94
069 - TRANSIENT ISCHEMIA,DE,351,14342.73,5343.31,4217.59
069 - TRANSIENT ISCHEMIA,FL,7390,27097.56,4593.03,3458.66
069 - TRANSIENT ISCHEMIA,GA,2140,19093.70,4765.25,3545.96
069 - TRANSIENT ISCHEMIA,HI,91,19083.93,6792.76,4979.40
069 - TRANSIENT ISCHEMIA,IA,526,14437.62,4523.40,3248.68
069 - TRANSIENT ISCHEMIA,ID,156,12092.13,4629.81,3511.61
069 - TRANSIENT ISCHEMIA,IL,4699,21706.02,5061.67,3875.06
069 - TRANSIENT ISCHEMIA,IN,2095,16577.25,4612.26,3498.79
069 - TRANSIENT ISCHEMIA,KS,631,20280.05,4378.84,3230.29
069 - TRANSIENT ISCHEMIA,KY,2022,16527.19,4574.02,3525.62
069 - TRANSIENT ISCHEMIA,LA,1165,18082.60,4601.15,3533.59
069 - TRANSIENT ISCHEMIA,MA,1940,13469.02,5532.09,4525.89
069 - TRANSIENT ISCHEMIA,MD,2510,6907.58,6507.90,5490.91
069 - TRANSIENT ISCHEMIA,ME,311,12103.99,4829.04,3767.43
069 - TRANSIENT ISCHEMIA,MI,4036,13790.25,5120.08,4073.16
069 - TRANSIENT ISCHEMIA,MN,845,15831.67,5214.71,3993.86
069 - TRANSIENT ISCHEMIA,MO,2070,18616.95,4608.76,3466.49
069 - TRANSIENT ISCHEMIA,MS,1071,18608.48,4503.42,3360.66
069 - TRANSIENT ISCHEMIA,MT,105,12086.14,4873.67,3552.50
069 - TRANSIENT ISCHEMIA,NC,2955,15444.26,4868.10,3772.82
069 - TRANSIENT ISCHEMIA,ND,92,11678.73,5184.26,3711.59
069 - TRANSIENT ISCHEMIA,NE,376,17571.22,4789.24,3533.99
069 - TRANSIENT ISCHEMIA,NH,237,15743.12,4877.56,3762.87
069 - TRANSIENT ISCHEMIA,NJ,4089,40874.82,5448.03,4429.33
069 - TRANSIENT ISCHEMIA,NM,304,18190.46,5149.72,4094.95
069 - TRANSIENT ISCHEMIA,NV,516,33091.59,5172.28,4071.27
069 - TRANSIENT ISCHEMIA,NY,5995,20325.40,6207.45,5140.04
069 - TRANSIENT ISCHEMIA,OH,3552,17888.22,4581.81,3498.70
069 - TRANSIENT ISCHEMIA,OK,1315,16213.59,4521.83,3461.06
069 - TRANSIENT ISCHEMIA,OR,314,13877.67,5442.33,3950.76
069 - TRANSIENT ISCHEMIA,PA,4588,24194.94,4873.02,3832.70
069 - TRANSIENT ISCHEMIA,RI,205,18416.63,5913.73,4691.07
069 - TRANSIENT ISCHEMIA,SC,1357,20727.21,4762.96,3549.48
069 - TRANSIENT ISCHEMIA,SD,183,14360.89,5002.80,3882.84
069 - TRANSIENT ISCHEMIA,TN,2008,17808.67,4474.24,3362.84
069 - TRANSIENT ISCHEMIA,TX,5835,26097.46,4803.76,3678.23
069 - TRANSIENT ISCHEMIA,UT,177,14388.85,4852.55,3371.69
069 - TRANSIENT ISCHEMIA,VA,2665,16427.53,4619.11,3400.39
069 - TRANSIENT ISCHEMIA,VT,75,12633.83,6200.31,5148.45
069 - TRANSIENT ISCHEMIA,WA,1091,19425.02,5162.66,3982.31
069 - TRANSIENT ISCHEMIA,WI,1043,17251.18,4922.65,3774.90
069 - TRANSIENT ISCHEMIA,WV,896,11693.14,4500.88,3489.85
069 - TRANSIENT ISCHEMIA,WY,40,15663.40,6389.25,5277.00
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AK,15,22722.87,8501.93,7829.20
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AL,707,23664.40,5401.29,4060.16
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AR,317,16421.83,5258.55,4070.36
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AZ,437,26174.24,6106.12,5070.79
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CA,2118,40869.02,7696.39,6675.86
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CO,273,26157.77,6175.03,4787.40
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CT,323,21742.18,7598.32,6251.92
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DC,94,24439.94,8387.66,7509.74
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DE,113,17671.40,7335.78,5311.94
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,FL,2313,29230.02,5510.29,4437.32
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,GA,757,20300.14,5782.40,4566.20
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,HI,33,26095.30,7906.42,6175.39
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IA,199,15657.26,5681.53,4248.86
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ID,55,14788.64,5455.42,4316.67
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IL,1690,23536.14,6549.52,5171.70
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IN,783,19277.39,5623.89,4494.69
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KS,235,21768.46,5383.64,4224.76
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KY,506,17793.99,5438.17,4360.24
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,LA,492,22249.86,5793.33,4623.14
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MA,927,14507.72,7064.65,6064.53
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MD,837,8303.49,7827.17,6857.64
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ME,147,13558.86,5704.87,4941.01
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MI,1362,15939.82,6326.99,5391.91
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MN,348,18880.20,6399.15,5252.53
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MO,750,20987.36,5824.27,4478.01
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MS,452,23280.60,5543.18,4425.33
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MT,53,11150.40,5488.45,4766.49
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NC,1153,17832.56,6195.14,5165.53
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ND,44,12341.98,6402.75,4578.84
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NE,93,22552.99,5767.10,5043.95
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NH,108,15501.58,5839.18,4467.86
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NJ,1075,42799.70,6636.57,5568.55
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NM,99,22690.25,7129.67,5715.37
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NV,158,41048.94,6068.45,4863.06
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NY,1962,24051.43,8017.16,6914.01
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OH,1368,18448.52,5721.51,4718.03
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OK,382,22795.34,5644.75,4716.60
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OR,153,18001.46,6494.01,5276.37
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,PA,1468,34634.04,6397.48,5308.76
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,RI,90,18606.47,7045.10,5779.79
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SC,429,25010.05,5927.63,4564.05
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SD,59,19514.85,6730.20,5200.25
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TN,772,24204.08,5649.65,4255.40
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TX,2007,28218.43,6296.34,4879.72
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,UT,65,19360.69,6473.98,4946.17
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VA,744,18474.64,5739.98,4431.86
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VT,33,20728.70,10865.48,6188.61
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WA,379,22166.43,6447.06,5222.68
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WI,382,18328.66,6128.08,5234.80
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WV,262,11841.03,5228.72,4363.58
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WY,25,25062.40,10895.36,8452.76
101 - SEIZURES W/O MCC,AK,74,21183.15,7979.61,6398.20
101 - SEIZURES W/O MCC,AL,1225,17726.74,4663.64,3471.63
101 - SEIZURES W/O MCC,AR,535,14493.86,4647.28,3572.16
101 - SEIZURES W/O MCC,AZ,832,23840.61,5715.03,4443.06
101 - SEIZURES W/O MCC,CA,3579,37570.27,6860.97,5840.83
101 - SEIZURES W/O MCC,CO,548,24783.33,5520.95,4323.91
101 - SEIZURES W/O MCC,CT,668,20001.26,6484.19,5193.98
101 - SEIZURES W/O MCC,DC,179,26324.82,7626.89,6608.36
101 - SEIZURES W/O MCC,DE,161,14138.02,5633.34,4361.45
101 - SEIZURES W/O MCC,FL,4293,25233.55,4985.31,3968.49
101 - SEIZURES W/O MCC,GA,1395,18993.80,5100.90,4010.35
101 - SEIZURES W/O MCC,HI,96,20214.16,7339.90,5769.01
101 - SEIZURES W/O MCC,IA,451,13778.41,5173.51,3837.68
101 - SEIZURES W/O MCC,ID,95,15943.38,5202.57,4036.87
101 - SEIZURES W/O MCC,IL,3073,20156.91,5622.24,4478.11
101 - SEIZURES W/O MCC,IN,1241,15221.68,4941.52,3883.28
101 - SEIZURES W/O MCC,KS,431,20331.97,4751.29,3746.58
101 - SEIZURES W/O MCC,KY,1082,14958.46,5025.50,3933.35
101 - SEIZURES W/O MCC,LA,823,16798.64,4781.55,3824.56
101 - SEIZURES W/O MCC,MA,1876,14041.31,6295.13,5269.85
101 - SEIZURES W/O MCC,MD,1496,7834.37,7390.45,6430.92
101 - SEIZURES W/O MCC,ME,219,12614.21,5133.68,4124.46
101 - SEIZURES W/O MCC,MI,2596,13810.17,5621.34,4664.98
101 - SEIZURES W/O MCC,MN,815,17721.53,5773.97,4554.10
101 - SEIZURES W/O MCC,MO,1485,17687.80,4951.60,3990.28
101 - SEIZURES W/O MCC,MS,689,18148.37,4704.52,3689.60
101 - SEIZURES W/O MCC,MT,102,12802.45,4834.05,3801.38
101 - SEIZURES W/O MCC,NC,1689,16578.24,5422.71,4417.65
101 - SEIZURES W/O MCC,ND,71,10314.46,4943.18,3966.65
101 - SEIZURES W/O MCC,NE,267,17366.99,5252.77,4110.93
101 - SEIZURES W/O MCC,NH,216,17667.28,6057.67,4535.40
101 - SEIZURES W/O MCC,NJ,2345,43952.34,6073.67,5014.34
101 - SEIZURES W/O MCC,NM,247,16595.61,5795.02,4852.23
101 - SEIZURES W/O MCC,NV,445,31580.49,5629.47,4513.79
101 - SEIZURES W/O MCC,NY,4699,23855.36,7523.50,6437.01
101 - SEIZURES W/O MCC,OH,2292,19434.01,5217.41,4162.78
101 - SEIZURES W/O MCC,OK,670,15232.98,4810.38,3902.97
101 - SEIZURES W/O MCC,OR,235,16172.63,5922.22,4724.14
101 - SEIZURES W/O MCC,PA,2668,27027.78,5584.97,4512.01
101 - SEIZURES W/O MCC,RI,187,17134.80,6020.34,5026.53
101 - SEIZURES W/O MCC,SC,863,21179.16,5139.93,4131.76
101 - SEIZURES W/O MCC,SD,102,15222.45,5501.06,4353.91
101 - SEIZURES W/O MCC,TN,1222,17918.72,4897.08,3736.52
101 - SEIZURES W/O MCC,TX,3552,24974.79,5248.68,4148.13
101 - SEIZURES W/O MCC,UT,173,14366.75,5696.08,4206.39
101 - SEIZURES W/O MCC,VA,1430,17309.48,5113.72,3965.58
101 - SEIZURES W/O MCC,VT,52,13051.10,6699.25,5815.33
101 - SEIZURES W/O MCC,WA,685,20203.05,5845.34,4439.96
101 - SEIZURES W/O MCC,WI,666,16644.00,5400.29,4286.90
101 - SEIZURES W/O MCC,WV,551,11222.76,5026.02,3984.70
101 - SEIZURES W/O MCC,WY,42,13456.57,6325.10,5174.26
149 - DYSEQUILIBRIUM,AK,15,18125.40,7295.60,5521.80
149 - DYSEQUILIBRIUM,AL,416,15708.73,3681.53,2591.69
149 - DYSEQUILIBRIUM,AR,165,11698.37,3743.70,2749.10
149 - DYSEQUILIBRIUM,AZ,576,22571.31,4309.62,3194.85
149 - DYSEQUILIBRIUM,CA,1871,32267.41,5478.55,4405.83
149 - DYSEQUILIBRIUM,CO,302,20433.44,4321.41,3018.65
149 - DYSEQUILIBRIUM,CT,430,14744.88,5287.93,3972.37
149 - DYSEQUILIBRIUM,DC,71,19101.24,5771.90,4696.55
149 - DYSEQUILIBRIUM,DE,118,13044.36,4799.20,3499.21
149 - DYSEQUILIBRIUM,FL,2680,23110.55,4029.19,2855.06
149 - DYSEQUILIBRIUM,GA,566,17441.99,4067.75,2879.19
149 - DYSEQUILIBRIUM,HI,37,19329.92,5731.57,4566.68
149 - DYSEQUILIBRIUM,IA,298,12726.92,3922.50,2780.88
149 - DYSEQUILIBRIUM,ID,37,10239.03,4041.14,2865.86
149 - DYSEQUILIBRIUM,IL,2346,18609.60,4592.49,3334.48
149 - DYSEQUILIBRIUM,IN,869,14478.84,4055.38,2914.66
149 - DYSEQUILIBRIUM,KS,220,14716.46,3756.91,2728.13
149 - DYSEQUILIBRIUM,KY,477,13910.45,4042.47,2865.26
149 - DYSEQUILIBRIUM,LA,274,14481.02,4101.32,2918.08
149 - DYSEQUILIBRIUM,MA,1278,11063.60,4923.49,3855.64
149 - DYSEQUILIBRIUM,MD,1109,6013.12,5672.75,4599.24
149 - DYSEQUILIBRIUM,ME,131,11390.89,4193.73,3258.33
149 - DYSEQUILIBRIUM,MI,1360,12879.94,4525.04,3434.49
149 - DYSEQUILIBRIUM,MN,468,14848.56,4612.60,3388.87
149 - DYSEQUILIBRIUM,MO,723,15390.17,4009.48,2861.63
149 - DYSEQUILIBRIUM,MS,267,16313.88,3885.45,2791.49
149 - DYSEQUILIBRIUM,MT,57,9433.02,4109.86,3020.07
149 - DYSEQUILIBRIUM,NC,773,14020.34,4276.46,3205.74
149 - DYSEQUILIBRIUM,ND,24,8060.63,4271.92,3008.04
149 - DYSEQUILIBRIUM,NE,170,15175.56,4166.85,3002.28
149 - DYSEQUILIBRIUM,NH,88,14609.85,4347.44,3021.94
149 - DYSEQUILIBRIUM,NJ,1373,34954.22,4758.42,3577.07
149 - DYSEQUILIBRIUM,NM,94,15529.95,4847.74,3561.05
149 - DYSEQUILIBRIUM,NV,229,27085.05,4597.28,3353.34
149 - DYSEQUILIBRIUM,NY,3160,17287.18,5870.31,4795.22
149 - DYSEQUILIBRIUM,OH,1477,15625.12,4106.76,2965.33
149 - DYSEQUILIBRIUM,OK,372,13104.74,4021.56,2787.77
149 - DYSEQUILIBRIUM,OR,86,12020.78,4675.71,3464.43
149 - DYSEQUILIBRIUM,PA,1773,21802.55,4334.95,3193.26
149 - DYSEQUILIBRIUM,RI,87,17223.08,5023.22,4067.72
149 - DYSEQUILIBRIUM,SC,279,17149.89,4184.90,2932.44
149 - DYSEQUILIBRIUM,SD,78,12756.95,4589.92,3302.44
149 - DYSEQUILIBRIUM,TN,447,15787.58,3918.59,2741.11
149 - DYSEQUILIBRIUM,TX,1497,23629.63,4319.43,3092.36
149 - DYSEQUILIBRIUM,UT,64,12366.94,4127.00,2913.89
149 - DYSEQUILIBRIUM,VA,785,14434.42,4078.06,2860.44
149 - DYSEQUILIBRIUM,VT,17,10460.59,5147.47,4159.94
149 - DYSEQUILIBRIUM,WA,308,17713.52,4756.09,3394.22
149 - DYSEQUILIBRIUM,WI,426,13900.18,4266.14,3173.46
149 - DYSEQUILIBRIUM,WV,226,10275.26,3889.73,2902.58
149 - DYSEQUILIBRIUM,WY,26,10994.92,5801.31,4505.35
176 - PULMONARY EMBOLISM W/O MCC,AK,52,31661.81,10993.96,9158.92
176 - PULMONARY EMBOLISM W/O MCC,AL,847,26236.76,6310.43,5031.79
176 - PULMONARY EMBOLISM W/O MCC,AR,509,19373.73,6193.84,5178.41
176 - PULMONARY EMBOLISM W/O MCC,AZ,864,29874.02,7609.76,6286.93
176 - PULMONARY EMBOLISM W/O MCC,CA,2211,50308.21,8927.36,7754.85
176 - PULMONARY EMBOLISM W/O MCC,CO,728,26609.66,6971.79,5894.53
176 - PULMONARY EMBOLISM W/O MCC,CT,459,24117.54,8532.67,7336.17
176 - PULMONARY EMBOLISM W/O MCC,DC,161,27767.88,9380.02,7754.49
176 - PULMONARY EMBOLISM W/O MCC,DE,147,19972.01,7696.44,6566.07
176 - PULMONARY EMBOLISM W/O MCC,FL,2478,34694.28,6690.41,5458.87
176 - PULMONARY EMBOLISM W/O MCC,GA,1143,24025.10,6740.35,5699.84
176 - PULMONARY EMBOLISM W/O MCC,HI,49,24918.73,10306.57,7990.57
176 - PULMONARY EMBOLISM W/O MCC,IA,514,18000.48,6516.10,5336.38
176 - PULMONARY EMBOLISM W/O MCC,ID,181,14672.19,6537.28,5432.81
176 - PULMONARY EMBOLISM W/O MCC,IL,2090,28073.65,7516.56,6088.63
176 - PULMONARY EMBOLISM W/O MCC,IN,1071,21439.11,6684.86,5475.84
176 - PULMONARY EMBOLISM W/O MCC,KS,382,24945.59,6679.45,5377.01
176 - PULMONARY EMBOLISM W/O MCC,KY,677,20083.98,6573.47,5611.22
176 - PULMONARY EMBOLISM W/O MCC,LA,566,25201.20,6685.89,5451.08
176 - PULMONARY EMBOLISM W/O MCC,MA,1026,17918.67,8165.37,7178.15
176 - PULMONARY EMBOLISM W/O MCC,MD,1096,10225.65,9654.03,8621.00
176 - PULMONARY EMBOLISM W/O MCC,ME,196,17044.87,7084.26,6197.37
176 - PULMONARY EMBOLISM W/O MCC,MI,1651,19774.93,7572.92,6487.39
176 - PULMONARY EMBOLISM W/O MCC,MN,706,18783.65,7428.79,6178.46
176 - PULMONARY EMBOLISM W/O MCC,MO,869,23914.34,6818.55,5499.76
176 - PULMONARY EMBOLISM W/O MCC,MS,564,23516.89,6441.85,5447.41
176 - PULMONARY EMBOLISM W/O MCC,MT,157,14100.59,6710.03,5496.25
176 - PULMONARY EMBOLISM W/O MCC,NC,1645,18740.70,7140.89,6018.87
176 - PULMONARY EMBOLISM W/O MCC,ND,109,13773.15,6685.78,6002.11
176 - PULMONARY EMBOLISM W/O MCC,NE,316,22753.31,6900.30,5549.47
176 - PULMONARY EMBOLISM W/O MCC,NH,254,20253.40,6826.74,5626.07
176 - PULMONARY EMBOLISM W/O MCC,NJ,1062,57807.77,7863.91,6762.07
176 - PULMONARY EMBOLISM W/O MCC,NM,203,22032.36,7803.53,6502.34
176 - PULMONARY EMBOLISM W/O MCC,NV,299,44732.75,8003.34,6268.49
176 - PULMONARY EMBOLISM W/O MCC,NY,1739,27762.76,9032.30,7742.49
176 - PULMONARY EMBOLISM W/O MCC,OH,1638,21727.09,6756.61,5639.66
176 - PULMONARY EMBOLISM W/O MCC,OK,563,21830.45,6598.36,5500.92
176 - PULMONARY EMBOLISM W/O MCC,OR,328,17465.05,7818.52,6130.36
176 - PULMONARY EMBOLISM W/O MCC,PA,1813,31563.11,7244.21,5972.04
176 - PULMONARY EMBOLISM W/O MCC,RI,135,24511.53,8224.33,7015.20
176 - PULMONARY EMBOLISM W/O MCC,SC,819,27179.66,6923.62,5715.03
176 - PULMONARY EMBOLISM W/O MCC,SD,164,19109.89,7082.54,6063.56
176 - PULMONARY EMBOLISM W/O MCC,TN,1106,20753.46,6291.81,5056.25
176 - PULMONARY EMBOLISM W/O MCC,TX,2435,32622.67,6989.08,5821.55
176 - PULMONARY EMBOLISM W/O MCC,UT,439,16333.65,6922.93,5411.87
176 - PULMONARY EMBOLISM W/O MCC,VA,1202,20789.52,6765.01,5441.44
176 - PULMONARY EMBOLISM W/O MCC,VT,94,14357.04,8811.61,7636.86
176 - PULMONARY EMBOLISM W/O MCC,WA,752,24029.71,7564.67,6262.30
176 - PULMONARY EMBOLISM W/O MCC,WI,906,18524.12,7105.95,5788.73
176 - PULMONARY EMBOLISM W/O MCC,WV,323,16458.41,6295.06,5469.61
176 - PULMONARY EMBOLISM W/O MCC,WY,101,20782.35,9095.36,8230.28
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AK,54,51464.09,20050.80,19197.26
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AL,1579,48903.21,12023.91,10819.17
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AR,928,32346.35,11587.52,10759.23
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AZ,1005,55850.87,14302.83,13218.32
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CA,6627,100627.88,17984.07,17035.50
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CO,700,54185.21,13129.14,11964.74
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CT,1394,39858.26,16054.56,15033.64
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,DC,76,59810.95,17832.26,17185.25
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,DE,296,33916.23,14571.60,13440.66
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,FL,5017,64842.75,12662.67,11783.06
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,GA,2005,41862.39,12676.06,11605.40
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,HI,202,41995.45,17523.62,16621.55
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,IA,772,31476.41,11862.62,10919.23
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ID,211,30216.73,13194.28,11720.66
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,IL,3188,50750.22,13590.22,12543.59
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,IN,1795,37273.53,12351.51,11296.47
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,KS,609,43486.84,12341.79,11175.71
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,KY,1701,35237.73,12452.45,11594.81
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,LA,1142,51180.29,12435.85,11503.11
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MA,2106,26454.00,15034.69,14154.09
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MD,1016,18575.55,17488.15,16562.90
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ME,350,32010.32,13763.77,12966.28
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MI,2691,33006.42,14023.14,13038.64
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MN,862,38589.84,14496.93,13352.37
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MO,2285,39599.03,11832.78,10999.55
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MS,1025,45002.08,12309.71,11407.18
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MT,200,25249.15,12283.74,11464.32
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NC,3578,30769.40,13267.12,12477.85
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ND,321,25936.91,12803.79,11697.29
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NE,319,45032.17,13116.68,12361.22
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NH,274,33285.20,13029.35,12204.34
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NJ,2377,90794.63,14861.65,13972.23
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NM,223,44928.04,15497.70,13286.93
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NV,237,89394.60,14389.75,12965.56
